"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YMR044W" "MATCH" "1" "IOC4" "S. cerevisiae" "Iswi One Complex" "1428" "YMR044W" "S000004647" "ORF"
"YLL054C" "MATCH" "1" "" "S. cerevisiae" "" "2532" "YLL054C" "S000003977" "ORF"
"YMR177W" "MATCH" "1" "MMT1" "S. cerevisiae" "Mitochondrial Metal Transporter" "1533" "YMR177W" "S000004789" "ORF"
"YPR072W" "MATCH" "1" "NOT5" "S. cerevisiae" "Negative On TATA" "1683" "YPR072W" "S000006276" "ORF"
"YIL151C" "MATCH" "1" "ESL1" "S. cerevisiae" "EST/SMG-like" "3357" "YIL151C" "S000001413" "ORF"
"YOR008C" "MATCH" "1" "SLG1" "S. cerevisiae" "Synthetic Lethal with Gap" "1137" "YOR008C" "S000005534" "ORF"
"YNL320W" "MATCH" "1" "" "S. cerevisiae" "" "855" "YNL320W" "S000005264" "ORF"
"YBR295W" "MATCH" "1" "PCA1" "S. cerevisiae" "P-type Cation-transporting ATPase" "3651" "YBR295W" "S000000499" "ORF"
"YDR436W" "MATCH" "1" "PPZ2" "S. cerevisiae" "Protein Phosphatase Z" "2133" "YDR436W" "S000002844" "ORF"
"YOR311C" "MATCH" "1" "DGK1" "S. cerevisiae" "DiacylGlycerol Kinase" "873" "YOR311C" "S000005838" "ORF"
"YBL068W" "MATCH" "1" "PRS4" "S. cerevisiae" "PhosphoRibosylpyrophosphate Synthetase" "981" "YBL068W" "S000000164" "ORF"
"YBR296C" "MATCH" "1" "PHO89" "S. cerevisiae" "PHOsphate metabolism" "1725" "YBR296C" "S000000500" "ORF"
"YMR045C" "MATCH" "1" "" "S. cerevisiae" "" "" "YMR045C" "S000004648" "TransposableElementGene"
"YPR073C" "MATCH" "1" "LTP1" "S. cerevisiae" "Low molecular weight protein Tyrosine Phosphatase" "486" "YPR073C" "S000006277" "ORF"
"YDR304C" "MATCH" "1" "CPR5" "S. cerevisiae" "Cyclosporin-sensitive Proline Rotamase" "678" "YDR304C" "S000002712" "ORF"
"YEL057C" "MATCH" "1" "SDD1" "S. cerevisiae" "Suppressor of Degenerative Death" "702" "YEL057C" "S000000783" "ORF"
"YCL004W" "MATCH" "1" "PGS1" "S. cerevisiae" "PhosphatidylGlycerolphosphate Synthase" "1566" "YCL004W" "S000000510" "ORF"
"YMR046C" "MATCH" "1" "" "S. cerevisiae" "" "" "YMR046C" "S000004649" "TransposableElementGene"
"YML079W" "MATCH" "1" "" "S. cerevisiae" "" "606" "YML079W" "S000004544" "ORF"
"YMR178W" "MATCH" "1" "FPY1" "S. cerevisiae" "FAD PYrophosphatase" "825" "YMR178W" "S000004790" "ORF"
"YDR128W" "MATCH" "1" "MTC5" "S. cerevisiae" "Maintenance of Telomere Capping" "3447" "YDR128W" "S000002535" "ORF"
"YCR059C" "MATCH" "1" "YIH1" "S. cerevisiae" "Yeast Impact Homolog" "777" "YCR059C" "S000000655" "ORF"
"YIL150C" "MATCH" "1" "MCM10" "S. cerevisiae" "MiniChromosome Maintenance" "1716" "YIL150C" "S000001412" "ORF"
"YDR129C" "MATCH" "1" "SAC6" "S. cerevisiae" "Suppressor of ACtin" "2040" "YDR129C" "S000002536" "ORF"
"YNL327W" "MATCH" "1" "EGT2" "S. cerevisiae" "Early G1 Transcript" "3126" "YNL327W" "S000005271" "ORF"
"YBR035C" "MATCH" "1" "PDX3" "S. cerevisiae" "PyriDoXine auxotrophy" "687" "YBR035C" "S000000239" "ORF"
"YJR135W-A" "MATCH" "1" "TIM8" "S. cerevisiae" "Translocase of the Inner Mitochondrial membrane" "264" "YJR135W-A" "S000007348" "ORF"
"YGR159C" "MATCH" "1" "NSR1" "S. cerevisiae" "" "1245" "YGR159C" "S000003391" "ORF"
"YLL055W" "MATCH" "1" "YCT1" "S. cerevisiae" "Yeast Cysteine Transporter" "1596" "YLL055W" "S000003978" "ORF"
"YBL067C" "MATCH" "1" "UBP13" "S. cerevisiae" "UBiquitin-specific Protease" "2244" "YBL067C" "S000000163" "ORF"
"YDR127W" "MATCH" "1" "ARO1" "S. cerevisiae" "AROmatic amino acid requiring" "4767" "YDR127W" "S000002534" "ORF"
"YMR047C" "MATCH" "1" "NUP116" "S. cerevisiae" "NUclear Pore" "3342" "YMR047C" "S000004650" "ORF"
"YMR179W" "MATCH" "1" "SPT21" "S. cerevisiae" "SuPpressor of Ty" "2277" "YMR179W" "S000004791" "ORF"
"YNL326C" "MATCH" "1" "PFA3" "S. cerevisiae" "Protein Fatty Acyltransferase" "1011" "YNL326C" "S000005270" "ORF"
"YBR168W" "MATCH" "1" "PEX32" "S. cerevisiae" "PEroXisome related" "1242" "YBR168W" "S000000372" "ORF"
"YEL058W" "MATCH" "1" "PCM1" "S. cerevisiae" "PhosphoaCetylglucosamine Mutase" "1674" "YEL058W" "S000000784" "ORF"
"YLL056C" "MATCH" "1" "" "S. cerevisiae" "" "897" "YLL056C" "S000003979" "ORF"
"YML078W" "MATCH" "1" "CPR3" "S. cerevisiae" "Cyclosporin A-sensitive Proline Rotamase" "549" "YML078W" "S000004543" "ORF"
"YOR090C" "MATCH" "1" "PTC5" "S. cerevisiae" "Phosphatase Two C" "1719" "YOR090C" "S000005616" "ORF"
"YGR026W" "MATCH" "1" "" "S. cerevisiae" "" "837" "YGR026W" "S000003258" "ORF"
"YOR317W" "MATCH" "1" "FAA1" "S. cerevisiae" "Fatty Acid Activation" "2103" "YOR317W" "S000005844" "ORF"
"YNR069C" "MATCH" "1" "BSC5" "S. cerevisiae" "Bypass of Stop Codon" "1470" "YNR069C" "S000005352" "ORF"
"YPR075C" "MATCH" "1" "OPY2" "S. cerevisiae" "Overproduction-induced Pheromone-resistant Yeast" "1083" "YPR075C" "S000006279" "ORF"
"YJR140C" "MATCH" "1" "HIR3" "S. cerevisiae" "HIstone Regulation" "4947" "YJR140C" "S000003901" "ORF"
"YFR001W" "MATCH" "1" "LOC1" "S. cerevisiae" "LOCalization of mRNA" "615" "YFR001W" "S000001897" "ORF"
"YBR036C" "MATCH" "1" "CSG2" "S. cerevisiae" "Calcium Sensitive Growth" "1233" "YBR036C" "S000000240" "ORF"
"YBR169C" "MATCH" "1" "SSE2" "S. cerevisiae" "Stress Seventy subfamily E" "2082" "YBR169C" "S000000373" "ORF"
"YGR027C" "MATCH" "1" "RPS25A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "327" "YGR027C" "S000003259" "ORF"
"YCR057C" "MATCH" "1" "PWP2" "S. cerevisiae" "Periodic tryptophan (W) Protein" "2772" "YCR057C" "S000000653" "ORF"
"YFR003C" "MATCH" "1" "YPI1" "S. cerevisiae" "Yeast Phosphatase Inhibitor" "468" "YFR003C" "S000001899" "ORF"
"YGR156W" "MATCH" "1" "PTI1" "S. cerevisiae" "PTa1p Interacting protein" "1278" "YGR156W" "S000003388" "ORF"
"YPR078C" "MATCH" "1" "" "S. cerevisiae" "" "1119" "YPR078C" "S000006282" "ORF"
"YBL066C" "MATCH" "1" "SEF1" "S. cerevisiae" "Suppressor of Essential Function" "3447" "YBL066C" "S000000162" "ORF"
"YGR023W" "MATCH" "1" "MTL1" "S. cerevisiae" "Mid-Two Like" "1656" "YGR023W" "S000003255" "ORF"
"YNL325C" "MATCH" "1" "FIG4" "S. cerevisiae" "Factor-Induced Gene" "2640" "YNL325C" "S000005269" "ORF"
"YOR316C" "MATCH" "1" "COT1" "S. cerevisiae" "CObalt Toxicity" "1320" "YOR316C" "S000005843" "ORF"
"YGR024C" "MATCH" "1" "THG1" "S. cerevisiae" "tRNAHis Guanylyltransferase" "714" "YGR024C" "S000003256" "ORF"
"YFR002W" "MATCH" "1" "NIC96" "S. cerevisiae" "Nucleoporin-Interacting Component of 96 kDa" "2520" "YFR002W" "S000001898" "ORF"
"YBR166C" "MATCH" "1" "TYR1" "S. cerevisiae" "TYRosine" "1359" "YBR166C" "S000000370" "ORF"
"YCL005W" "MATCH" "1" "LDB16" "S. cerevisiae" "Low Dye Binding" "771" "YCL005W" "S000000511" "ORF"
"YMR049C" "MATCH" "1" "ERB1" "S. cerevisiae" "Eukaryotic Ribosome Biogenesis" "2424" "YMR049C" "S000004652" "ORF"
"YGR157W" "MATCH" "1" "CHO2" "S. cerevisiae" "CHOline requiring" "2610" "YGR157W" "S000003389" "ORF"
"YMR048W" "MATCH" "1" "CSM3" "S. cerevisiae" "Chromosome Segregation in Meiosis" "954" "YMR048W" "S000004651" "ORF"
"YOR315W" "MATCH" "1" "SFG1" "S. cerevisiae" "SuperFicial pseudohyphal Growth" "1041" "YOR315W" "S000005842" "ORF"
"YBR299W" "MATCH" "1" "MAL32" "S. cerevisiae" "MALtose" "1755" "YBR299W" "S000000503" "ORF"
"YDR300C" "MATCH" "1" "PRO1" "S. cerevisiae" "PROline requiring" "1287" "YDR300C" "S000002708" "ORF"
"YDR432W" "MATCH" "1" "NPL3" "S. cerevisiae" "Nuclear Protein Localization" "1245" "YDR432W" "S000002840" "ORF"
"YGR158C" "MATCH" "1" "MTR3" "S. cerevisiae" "MRNA TRansport" "753" "YGR158C" "S000003390" "ORF"
"YBR034C" "MATCH" "1" "HMT1" "S. cerevisiae" "HnRNP MethylTransferase" "1047" "YBR034C" "S000000238" "ORF"
"YBR167C" "MATCH" "1" "POP7" "S. cerevisiae" "Processing Of Precursor RNAs" "423" "YBR167C" "S000000371" "ORF"
"YGR021W" "MATCH" "1" "DPC29" "S. cerevisiae" "Delta-Psi dependent mitochondrial import and Cleavage protein of ~29 kDa" "873" "YGR021W" "S000003253" "ORF"
"YFR005C" "MATCH" "1" "SAD1" "S. cerevisiae" "SnRNP Assembly Defective" "1347" "YFR005C" "S000001901" "ORF"
"YIL029C" "MATCH" "1" "EMA17" "S. cerevisiae" "Efficient Mitochondria targeting-Associated protein" "429" "YIL029C" "S000001291" "ORF"
"YOR269W" "MATCH" "1" "PAC1" "S. cerevisiae" "Perish in the Absence of Cin8p" "1485" "YOR269W" "S000005795" "ORF"
"YOR136W" "MATCH" "1" "IDH2" "S. cerevisiae" "Isocitrate DeHydrogenase" "1110" "YOR136W" "S000005662" "ORF"
"YER020W" "MATCH" "1" "GPA2" "S. cerevisiae" "G Protein Alpha subunit" "1350" "YER020W" "S000000822" "ORF"
"YNR066C" "MATCH" "1" "" "S. cerevisiae" "" "1311" "YNR066C" "S000005349" "ORF"
"YKR080W" "MATCH" "1" "MTD1" "S. cerevisiae" "Methylene Tetrahydrafolate Dehydrogenase" "963" "YKR080W" "S000001788" "ORF"
"YNL278W" "MATCH" "1" "CAF120" "S. cerevisiae" "CCR4 Associated Factor" "3183" "YNL278W" "S000005222" "ORF"
"YPL158C" "MATCH" "1" "AIM44" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "2277" "YPL158C" "S000006079" "ORF"
"YDR084C" "MATCH" "1" "TVP23" "S. cerevisiae" "Tlg2-Vesicle Protein" "600" "YDR084C" "S000002491" "ORF"
"YNL145W" "MATCH" "1" "MFA2" "S. cerevisiae" "Mating Factor A" "117" "YNL145W" "S000005089" "ORF"
"YDL161W" "MATCH" "1" "ENT1" "S. cerevisiae" "Epsin N-Terminal homology" "1365" "YDL161W" "S000002320" "ORF"
"YNL012W" "MATCH" "1" "SPO1" "S. cerevisiae" "SPOrulation" "1980" "YNL012W" "S000004957" "ORF"
"YML075C" "MATCH" "1" "HMG1" "S. cerevisiae" "3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase" "3165" "YML075C" "S000004540" "ORF"
"YKR081C" "MATCH" "1" "RPF2" "S. cerevisiae" "Ribosome Production Factor" "1035" "YKR081C" "S000001789" "ORF"
"YDR083W" "MATCH" "1" "RRP8" "S. cerevisiae" "Ribosomal RNA Processing" "1179" "YDR083W" "S000002490" "ORF"
"YGL232W" "MATCH" "1" "TAN1" "S. cerevisiae" "Trna AcetylatioN" "928" "YGL232W" "S000003201" "ORF"
"YCR107W" "MATCH" "1" "AAD3" "S. cerevisiae" "Aryl-Alcohol Dehydrogenase" "1092" "YCR107W" "S000000704" "ORF"
"YFR004W" "MATCH" "1" "RPN11" "S. cerevisiae" "Regulatory Particle Non-ATPase" "921" "YFR004W" "S000001900" "ORF"
"YLR151C" "MATCH" "1" "PCD1" "S. cerevisiae" "Peroxisomal Coenzyme A Diphosphatase" "1023" "YLR151C" "S000004141" "ORF"
"YLR284C" "MATCH" "1" "ECI1" "S. cerevisiae" "Enoyl-CoA Isomerase" "843" "YLR284C" "S000004274" "ORF"
"YNL144C" "MATCH" "1" "" "S. cerevisiae" "" "2223" "YNL144C" "S000005088" "ORF"
"YJR019C" "MATCH" "1" "TES1" "S. cerevisiae" "ThioESterase" "1050" "YJR019C" "S000003780" "ORF"
"YGR155W" "MATCH" "1" "CYS4" "S. cerevisiae" "CYStathionine beta-synthase" "1524" "YGR155W" "S000003387" "ORF"
"YNR065C" "MATCH" "1" "" "S. cerevisiae" "" "3351" "YNR065C" "S000005348" "ORF"
"YOR001W" "MATCH" "1" "RRP6" "S. cerevisiae" "Ribosomal RNA Processing" "2202" "YOR001W" "S000005527" "ORF"
"YCR106W" "MATCH" "1" "RDS1" "S. cerevisiae" "Regulator of Drug Sensitivity" "2499" "YCR106W" "S000000703" "ORF"
"YOR134W" "MATCH" "1" "BAG7" "S. cerevisiae" "" "1230" "YOR134W" "S000005660" "ORF"
"YNL277W" "MATCH" "1" "MET2" "S. cerevisiae" "METhionine requiring" "1461" "YNL277W" "S000005221" "ORF"
"YPL026C" "MATCH" "1" "SKS1" "S. cerevisiae" "Suppressor Kinase of SNF3" "1509" "YPL026C" "S000005947" "ORF"
"YPL159C" "MATCH" "1" "PET20" "S. cerevisiae" "PETite colonies" "762" "YPL159C" "S000006080" "ORF"
"YER153C" "MATCH" "1" "PET122" "S. cerevisiae" "PETite colonies" "765" "YER153C" "S000000955" "ORF"
"YGR289C" "MATCH" "1" "MAL11" "S. cerevisiae" "MALtose fermentation" "1851" "YGR289C" "S000003521" "ORF"
"YMR221C" "MATCH" "1" "FMP42" "S. cerevisiae" "Found in Mitochondrial Proteome" "1515" "YMR221C" "S000004834" "ORF"
"YDR082W" "MATCH" "1" "STN1" "S. cerevisiae" "Suppressor of cdc ThirteeN" "1485" "YDR082W" "S000002489" "ORF"
"YML074C" "MATCH" "1" "FPR3" "S. cerevisiae" "Fk 506-sensitive Proline Rotamase" "1236" "YML074C" "S000004539" "ORF"
"YLR150W" "MATCH" "1" "STM1" "S. cerevisiae" "Suppressor of ToM1" "822" "YLR150W" "S000004140" "ORF"
"YLR283W" "MATCH" "1" "" "S. cerevisiae" "" "945" "YLR283W" "S000004273" "ORF"
"YLR281C" "MATCH" "1" "RSO55" "S. cerevisiae" "mitochondrial protein Related to Spastic paraplegia with Optic atrophy and neuropathy SPG55" "468" "YLR281C" "S000004271" "ORF"
"YDL160C" "MATCH" "1" "DHH1" "S. cerevisiae" "DEAD box Helicase Homolog" "1521" "YDL160C" "S000002319" "ORF"
"YMR222C" "MATCH" "1" "FSH2" "S. cerevisiae" "Family of Serine Hydrolases" "672" "YMR222C" "S000004835" "ORF"
"YML077W" "MATCH" "1" "BET5" "S. cerevisiae" "Blocked Early in Transport" "480" "YML077W" "S000004542" "ORF"
"YIL027C" "MATCH" "1" "EMC5" "S. cerevisiae" "ER Membrane protein Complex" "426" "YIL027C" "S000001289" "ORF"
"YKR082W" "MATCH" "1" "NUP133" "S. cerevisiae" "NUclear Pore" "3474" "YKR082W" "S000001790" "ORF"
"YNR068C" "MATCH" "1" "" "S. cerevisiae" "" "819" "YNR068C" "S000005351" "ORF"
"YCR105W" "MATCH" "1" "ADH7" "S. cerevisiae" "Alcohol DeHydrogenase" "1086" "YCR105W" "S000000702" "ORF"
"YFR006W" "MATCH" "1" "" "S. cerevisiae" "" "1608" "YFR006W" "S000001902" "ORF"
"YPL156C" "MATCH" "1" "PRM4" "S. cerevisiae" "Pheromone-Regulated Membrane protein" "855" "YPL156C" "S000006077" "ORF"
"YDR086C" "MATCH" "1" "SSS1" "S. cerevisiae" "Sec Sixty-one Suppressor" "243" "YDR086C" "S000002493" "ORF"
"YPL023C" "MATCH" "1" "MET12" "S. cerevisiae" "METhionine requiring" "1974" "YPL023C" "S000005944" "ORF"
"YER060W-A" "MATCH" "1" "FCY22" "S. cerevisiae" "FluoroCYtosine resistance" "1593" "YER060W-A" "S000002958" "ORF"
"YOR266W" "MATCH" "1" "PNT1" "S. cerevisiae" "PeNTamidine resistance" "1272" "YOR266W" "S000005792" "ORF"
"YGR020C" "MATCH" "1" "VMA7" "S. cerevisiae" "Vacuolar Membrane Atpase" "357" "YGR020C" "S000003252" "ORF"
"YOR133W" "MATCH" "1" "EFT1" "S. cerevisiae" "Elongation Factor Two" "2529" "YOR133W" "S000005659" "ORF"
"YKR083C" "MATCH" "1" "DAD2" "S. cerevisiae" "Duo1 And Dam1 interacting" "402" "YKR083C" "S000001791" "ORF"
"YOR267C" "MATCH" "1" "HRK1" "S. cerevisiae" "Hygromycin Resistance Kinase" "2280" "YOR267C" "S000005793" "ORF"
"YER152C" "MATCH" "1" "" "S. cerevisiae" "" "1332" "YER152C" "S000000954" "ORF"
"YGR286C" "MATCH" "1" "BIO2" "S. cerevisiae" "BIOtin" "1128" "YGR286C" "S000003518" "ORF"
"YGR153W" "MATCH" "1" "" "S. cerevisiae" "" "654" "YGR153W" "S000003385" "ORF"
"YJR017C" "MATCH" "1" "ESS1" "S. cerevisiae" "ESSential" "513" "YJR017C" "S000003778" "ORF"
"YPL024W" "MATCH" "1" "RMI1" "S. cerevisiae" "RecQ Mediated genome Instability" "726" "YPL024W" "S000005945" "ORF"
"YNL141W" "MATCH" "1" "AAH1" "S. cerevisiae" "Adenine AminoHydrolase" "1044" "YNL141W" "S000005085" "ORF"
"YIL026C" "MATCH" "1" "IRR1" "S. cerevisiae" "IRRegular cell behavior" "3453" "YIL026C" "S000001288" "ORF"
"YGL230C" "MATCH" "1" "" "S. cerevisiae" "" "444" "YGL230C" "S000003199" "ORF"
"YPL157W" "MATCH" "1" "TGS1" "S. cerevisiae" "TrimethylGuanosine Synthase" "948" "YPL157W" "S000006078" "ORF"
"YNR067C" "MATCH" "1" "DSE4" "S. cerevisiae" "Daughter Specific Expression" "3354" "YNR067C" "S000005350" "ORF"
"YER150W" "MATCH" "1" "SPI1" "S. cerevisiae" "Stationary Phase Induced" "447" "YER150W" "S000000952" "ORF"
"YFR007W" "MATCH" "1" "YFH7" "S. cerevisiae" "" "1062" "YFR007W" "S000001903" "ORF"
"YDR085C" "MATCH" "1" "AFR1" "S. cerevisiae" "Alpha-Factor Receptor regulator" "1863" "YDR085C" "S000002492" "ORF"
"YNL142W" "MATCH" "1" "MEP2" "S. cerevisiae" "" "1500" "YNL142W" "S000005086" "ORF"
"YNL275W" "MATCH" "1" "BOR1" "S. cerevisiae" "BORon transporter" "1731" "YNL275W" "S000005219" "ORF"
"YOR265W" "MATCH" "1" "RBL2" "S. cerevisiae" "Rescues Beta-tubulin Lethality" "321" "YOR265W" "S000005791" "ORF"
"YOR132W" "MATCH" "1" "VPS17" "S. cerevisiae" "Vacuolar Protein Sorting" "1656" "YOR132W" "S000005658" "ORF"
"YFR024C-A" "MATCH" "1" "LSB3" "S. cerevisiae" "Las Seventeen Binding protein" "1474" "YFR024C-A" "S000002968" "ORF"
"YML076C" "MATCH" "1" "WAR1" "S. cerevisiae" "Weak Acid Resistance" "2835" "YML076C" "S000004541" "ORF"
"YGR154C" "MATCH" "1" "GTO1" "S. cerevisiae" "Glutathione Transferase Omega-like" "1071" "YGR154C" "S000003386" "ORF"
"YIL159W" "MATCH" "1" "BNR1" "S. cerevisiae" "BNi1 Related" "4128" "YIL159W" "S000001421" "ORF"
"YER151C" "MATCH" "1" "UBP3" "S. cerevisiae" "UBiquitin-specific Protease" "2739" "YER151C" "S000000953" "ORF"
"YBL113C" "MATCH" "1" "" "S. cerevisiae" "" "2379" "YBL113C" "S000002153" "ORF"
"YJR016C" "MATCH" "1" "ILV3" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "1758" "YJR016C" "S000003777" "ORF"
"YML071C" "MATCH" "1" "COG8" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "1824" "YML071C" "S000004536" "ORF"
"YLR154C" "MATCH" "1" "RNH203" "S. cerevisiae" "RNase H" "333" "YLR154C" "S000004144" "ORF"
"YLR287C" "MATCH" "1" "" "S. cerevisiae" "" "1068" "YLR287C" "S000004277" "ORF"
"YMR224C" "MATCH" "1" "MRE11" "S. cerevisiae" "Meiotic REcombination" "2079" "YMR224C" "S000004837" "ORF"
"YJR148W" "MATCH" "1" "BAT2" "S. cerevisiae" "Branched-chain Amino acid Transaminase" "1131" "YJR148W" "S000003909" "ORF"
"YMR223W" "MATCH" "1" "UBP8" "S. cerevisiae" "UBiquitin-specific processing Protease" "1416" "YMR223W" "S000004836" "ORF"
"YDL166C" "MATCH" "1" "FAP7" "S. cerevisiae" "Factor Activating Pos9" "594" "YDL166C" "S000002325" "ORF"
"YER157W" "MATCH" "1" "COG3" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "2406" "YER157W" "S000000959" "ORF"
"YNR062C" "MATCH" "1" "PUL3" "S. cerevisiae" "PULcherrimin" "984" "YNR062C" "S000005345" "ORF"
"YDL033C" "MATCH" "1" "SLM3" "S. cerevisiae" "Synthetic Lethal with Mss4" "1254" "YDL033C" "S000002191" "ORF"
"YNL149C" "MATCH" "1" "PGA2" "S. cerevisiae" "Processing of Gas1p and ALP" "390" "YNL149C" "S000005093" "ORF"
"YJR015W" "MATCH" "1" "" "S. cerevisiae" "" "1533" "YJR015W" "S000003776" "ORF"
"YDL165W" "MATCH" "1" "CDC36" "S. cerevisiae" "Cell Division Cycle" "576" "YDL165W" "S000002324" "ORF"
"YGL237C" "MATCH" "1" "HAP2" "S. cerevisiae" "Heme Activator Protein" "798" "YGL237C" "S000003206" "ORF"
"YML070W" "MATCH" "1" "DAK1" "S. cerevisiae" "DihydroxyAcetone Kinase" "1755" "YML070W" "S000004535" "ORF"
"YNL016W" "MATCH" "1" "PUB1" "S. cerevisiae" "PolyUridylate Binding" "1362" "YNL016W" "S000004961" "ORF"
"YFR008W" "MATCH" "1" "FAR7" "S. cerevisiae" "Factor ARrest" "666" "YFR008W" "S000001904" "ORF"
"YDR439W" "MATCH" "1" "LRS4" "S. cerevisiae" "Loss of RDNA Silencing" "1044" "YDR439W" "S000002847" "ORF"
"YGR284C" "MATCH" "1" "ERV29" "S. cerevisiae" "ER Vesicle" "933" "YGR284C" "S000003516" "ORF"
"YGL104C" "MATCH" "1" "VPS73" "S. cerevisiae" "Vacuolar Protein Sorting" "1461" "YGL104C" "S000003072" "ORF"
"YER158C" "MATCH" "1" "" "S. cerevisiae" "" "1722" "YER158C" "S000000960" "ORF"
"YOR310C" "MATCH" "1" "NOP58" "S. cerevisiae" "NucleOlar Protein of 58 kDa" "1536" "YOR310C" "S000005837" "ORF"
"YGL103W" "MATCH" "1" "RPL28" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "961" "YGL103W" "S000003071" "ORF"
"YOR007C" "MATCH" "1" "SGT2" "S. cerevisiae" "Small Glutamine-rich Tetratricopeptide repeat-containing protein" "1041" "YOR007C" "S000005533" "ORF"
"YPL154C" "MATCH" "1" "PEP4" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "1218" "YPL154C" "S000006075" "ORF"
"YIL158W" "MATCH" "1" "AIM20" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "615" "YIL158W" "S000001420" "ORF"
"YKL164C" "MATCH" "1" "PIR1" "S. cerevisiae" "Protein containing Internal Repeats" "1026" "YKL164C" "S000001647" "ORF"
"YIL156W" "MATCH" "1" "UBP7" "S. cerevisiae" "UBiquitin-specific Protease" "3216" "YIL156W" "S000001418" "ORF"
"YLR288C" "MATCH" "1" "MEC3" "S. cerevisiae" "Mitosis Entry Checkpoint" "1425" "YLR288C" "S000004279" "ORF"
"YMR225C" "MATCH" "1" "MRPL44" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "444" "YMR225C" "S000004838" "ORF"
"YLR022C" "MATCH" "1" "SDO1" "S. cerevisiae" "" "753" "YLR022C" "S000004012" "ORF"
"YDL167C" "MATCH" "1" "NRP1" "S. cerevisiae" "N (asparagine)-Rich Protein" "2160" "YDL167C" "S000002326" "ORF"
"YNR061C" "MATCH" "1" "" "S. cerevisiae" "" "660" "YNR061C" "S000005344" "ORF"
"YIL024C" "MATCH" "1" "" "S. cerevisiae" "" "570" "YIL024C" "S000001286" "ORF"
"YJR014W" "MATCH" "1" "TMA22" "S. cerevisiae" "Translation Machinery Associated" "597" "YJR014W" "S000003775" "ORF"
"YIL157C" "MATCH" "1" "COA1" "S. cerevisiae" "Cytochrome Oxidase Assembly" "594" "YIL157C" "S000001419" "ORF"
"YKL163W" "MATCH" "1" "PIR3" "S. cerevisiae" "Protein containing Internal Repeats" "978" "YKL163W" "S000001646" "ORF"
"YNL148C" "MATCH" "1" "ALF1" "S. cerevisiae" "ALpha tubulin Folding" "765" "YNL148C" "S000005092" "ORF"
"YPL022W" "MATCH" "1" "RAD1" "S. cerevisiae" "RADiation sensitive" "3303" "YPL022W" "S000005943" "ORF"
"YER023W" "MATCH" "1" "PRO3" "S. cerevisiae" "PROline requiring" "861" "YER023W" "S000000825" "ORF"
"YNL015W" "MATCH" "1" "PBI2" "S. cerevisiae" "Proteinase B Inhibitor" "228" "YNL015W" "S000004960" "ORF"
"YBR160W" "MATCH" "1" "CDC28" "S. cerevisiae" "Cell Division Cycle" "897" "YBR160W" "S000000364" "ORF"
"YBR293W" "MATCH" "1" "VBA2" "S. cerevisiae" "Vacuolar Basic Amino acid transporter" "1425" "YBR293W" "S000000497" "ORF"
"YLR021W" "MATCH" "1" "IRC25" "S. cerevisiae" "Increased Recombination Centers" "540" "YLR021W" "S000004011" "ORF"
"YPL155C" "MATCH" "1" "KIP2" "S. cerevisiae" "KInesin related Protein" "2121" "YPL155C" "S000006076" "ORF"
"YNR060W" "MATCH" "1" "FRE4" "S. cerevisiae" "Ferric REductase" "2160" "YNR060W" "S000005343" "ORF"
"YFR009W" "MATCH" "1" "GCN20" "S. cerevisiae" "General Control Nonderepressible" "2259" "YFR009W" "S000001905" "ORF"
"YGR152C" "MATCH" "1" "RSR1" "S. cerevisiae" "RaS-Related" "819" "YGR152C" "S000003384" "ORF"
"YDR438W" "MATCH" "1" "THI74" "S. cerevisiae" "THIamine regulon" "1113" "YDR438W" "S000002846" "ORF"
"YGR285C" "MATCH" "1" "ZUO1" "S. cerevisiae" "ZUOtin" "1302" "YGR285C" "S000003517" "ORF"
"YGL236C" "MATCH" "1" "MTO1" "S. cerevisiae" "Mitochondrial Translation Optimization" "2010" "YGL236C" "S000003205" "ORF"
"YGL235W" "MATCH" "1" "" "S. cerevisiae" "" "537" "YGL235W" "S000003204" "ORF"
"YOR006C" "MATCH" "1" "TSR3" "S. cerevisiae" "Twenty S rRNA accumulation" "942" "YOR006C" "S000005532" "ORF"
"YDR306C" "MATCH" "1" "PFU1" "S. cerevisiae" "Pheromone, F-box, Ubiquitination" "1437" "YDR306C" "S000002714" "ORF"
"YLR152C" "MATCH" "1" "" "S. cerevisiae" "" "1731" "YLR152C" "S000004142" "ORF"
"YMR226C" "MATCH" "1" "" "S. cerevisiae" "" "804" "YMR226C" "S000004839" "ORF"
"YCR102C" "MATCH" "1" "" "S. cerevisiae" "" "1107" "YCR102C" "S000000699" "ORF"
"YDR309C" "MATCH" "1" "GIC2" "S. cerevisiae" "GTPase Interactive Component" "1152" "YDR309C" "S000002717" "ORF"
