Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O18064	O18064_CAEEL	unreviewed	C2H2-type domain-containing protein	zim-1 CELE_T07G12.6 T07G12.6	Caenorhabditis elegans	600
G5EC95	G5EC95_CAEEL	unreviewed	Multiple PDZ domain protein	mpz-1 C52A11.4 CELE_C52A11.4	Caenorhabditis elegans	2397
G5EGI9	G5EGI9_CAEEL	unreviewed	Uncharacterized protein	CELE_T02E1.8 T02E1.8	Caenorhabditis elegans	76
A0A078BQM0	A0A078BQM0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y65A5A.1 Y65A5A.1	Caenorhabditis elegans	74
A0A0K3AS59	A0A0K3AS59_CAEEL	unreviewed	ARID domain-containing protein	arid-1 CELE_Y108G3AL.7 Y108G3AL.7	Caenorhabditis elegans	1601
Q20190	Q20190_CAEEL	unreviewed	Uncharacterized protein	CELE_F39D8.3 F39D8.3	Caenorhabditis elegans	362
A0A078BQQ1	A0A078BQQ1_CAEEL	unreviewed	Juxtamembrane domain-associated catenin	jac-1 CELE_Y105C5B.21 Y105C5B.21	Caenorhabditis elegans	1013
A0A131MCP2	A0A131MCP2_CAEEL	unreviewed	Rap-GAP domain-containing protein	CELE_F53A10.2 F53A10.2	Caenorhabditis elegans	586
U4PLN0	U4PLN0_CAEEL	unreviewed	ETS domain-containing protein	lin-1 C37F5.1 CELE_C37F5.1	Caenorhabditis elegans	401
Q965X3	Q965X3_CAEEL	unreviewed	TLDc domain-containing protein	CELE_Y39A3CL.4 Y39A3CL.4	Caenorhabditis elegans	411
H9G2R1	H9G2R1_CAEEL	unreviewed	Uncharacterized protein	CELE_F08B12.4 F08B12.4	Caenorhabditis elegans	61
Q7YTV2	Q7YTV2_CAEEL	unreviewed	Exo84_C domain-containing protein	exoc-8 CELE_Y105E8B.2 Y105E8B.2	Caenorhabditis elegans	339
H2L0J4	H2L0J4_CAEEL	unreviewed	Uncharacterized protein	CELE_T07D3.9 T07D3.9	Caenorhabditis elegans	396
A0A0K3AUQ1	A0A0K3AUQ1_CAEEL	unreviewed	RRM domain-containing protein	etr-1 CELE_T01D1.2 T01D1.2	Caenorhabditis elegans	280
G5EDV8	G5EDV8_CAEEL	unreviewed	Uncharacterized protein	CELE_R05H10.3 R05H10.3	Caenorhabditis elegans	504
Q9XVG0	Q9XVG0_CAEEL	unreviewed	Acyl_transf_3 domain-containing protein	oac-44 CELE_T09E11.5 T09E11.5	Caenorhabditis elegans	650
D3NQA2	D3NQA2_CAEEL	unreviewed	Uncharacterized protein	4R79.2 CELE_4R79.2	Caenorhabditis elegans	311
A0A168HAV7	A0A168HAV7_CAEEL	unreviewed	NR LBD domain-containing protein	nhr-114 CELE_Y45G5AM.1 Y45G5AM.1	Caenorhabditis elegans	143
A0A2C9C364	A0A2C9C364_CAEEL	unreviewed	Hira domain-containing protein	hira-1 CELE_K10D2.1 K10D2.1	Caenorhabditis elegans	496
O45376	O45376_CAEEL	unreviewed	Uncharacterized protein	CELE_F17B5.4 F17B5.4	Caenorhabditis elegans	309
G5EG74	G5EG74_CAEEL	unreviewed	VWFA domain-containing protein	tag-180 CELE_T24F1.6 T24F1.6	Caenorhabditis elegans	1067
Q95QA9	Q95QA9_CAEEL	unreviewed	Fork-head domain-containing protein	fkh-2 CELE_T14G12.4 T14G12.4	Caenorhabditis elegans	168
Q5H9N2	Q5H9N2_CAEEL	unreviewed	CTF/NF-I domain-containing protein	nfi-1 CELE_ZK1290.4 ZK1290.4	Caenorhabditis elegans	787
H2L2L2	H2L2L2_CAEEL	unreviewed	Erf4 domain-containing protein	CELE_Y57G11C.33 Y57G11C.33	Caenorhabditis elegans	173
A0A1D3PD01	A0A1D3PD01_CAEEL	unreviewed	DUF3402 domain-containing protein	farl-11 CELE_F10E7.8 F10E7.8	Caenorhabditis elegans	206
H9G2U0	H9G2U0_CAEEL	unreviewed	Dauer Up-Regulated	dur-1 CELE_F25H8.5 F25H8.5	Caenorhabditis elegans	118
V6CL75	V6CL75_CAEEL	unreviewed	E3 ubiquitin-protein ligase hecd-1	hecd-1 C34D4.14 CELE_C34D4.14	Caenorhabditis elegans	2613
A0A0K3AV18	A0A0K3AV18_CAEEL	unreviewed	DUF4140 domain-containing protein	C52D10.3 CELE_C52D10.3	Caenorhabditis elegans	197
Q18914	Q18914_CAEEL	unreviewed	Fibrinogen C-terminal domain-containing protein	ensh-1 CELE_D1009.3 D1009.3	Caenorhabditis elegans	465
A0A0K3AVX9	A0A0K3AVX9_CAEEL	unreviewed	Pept_C1 domain-containing protein	CELE_W07B8.4 W07B8.4	Caenorhabditis elegans	140
Q93652	Q93652_CAEEL	unreviewed	Uncharacterized protein	CELE_F30F8.5 F30F8.5	Caenorhabditis elegans	248
H2KMI9	H2KMI9_CAEEL	unreviewed	TransThyretin-Related family domain	ttr-24 CELE_Y51A2D.9 Y51A2D.9	Caenorhabditis elegans	83
H9G2V3	H9G2V3_CAEEL	unreviewed	Calcium-dependent secretion activator	unc-31 CELE_ZK897.1 ZK897.1	Caenorhabditis elegans	1366
V6CJF0	V6CJF0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y65B4A.6 Y65B4A.6	Caenorhabditis elegans	279
Q23271	Q23271_CAEEL	unreviewed	INTegrator complex Subunit homolog	ints-2 CELE_ZC376.6 ZC376.6	Caenorhabditis elegans	1152
Q9NAR0	Q9NAR0_CAEEL	unreviewed	Ig-like domain-containing protein	rig-5 C36F7.4 CELE_C36F7.4	Caenorhabditis elegans	402
A0A0K3AVI4	A0A0K3AVI4_CAEEL	unreviewed	FiLamiN (Actin binding protein) homolog	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans	2415
C7FZU3	C7FZU3_CAEEL	unreviewed	NIDogen (Basement membrane protein)	nid-1 CELE_F54F3.1 F54F3.1	Caenorhabditis elegans	1527
O44404	O44404_CAEEL	unreviewed	Acyl_transf_3 domain-containing protein	oac-21 CELE_F37C4.1 F37C4.1	Caenorhabditis elegans	677
Q6A583	Q6A583_CAEEL	unreviewed	Uncharacterized protein	CELE_T04B8.5 T04B8.5	Caenorhabditis elegans	939
A0A0K3AVJ9	A0A0K3AVJ9_CAEEL	unreviewed	Elp3 domain-containing protein	CELE_F49H6.5 F49H6.5	Caenorhabditis elegans	322
Q9N5H1	Q9N5H1_CAEEL	unreviewed	Uncharacterized protein	CELE_K12H6.5 K12H6.5	Caenorhabditis elegans	135
A0A131MBD4	A0A131MBD4_CAEEL	unreviewed	GlycosylPhosphatidylinositol Anchor Attachment 1 homolog	gpaa-1 hpo-3 CELE_F33D11.9 F33D11.9	Caenorhabditis elegans	99
E3W731	E3W731_CAEEL	unreviewed	Uncharacterized protein	CELE_T24B8.3 T24B8.3	Caenorhabditis elegans	19
A0A061AJ97	A0A061AJ97_CAEEL	unreviewed	Uncharacterized protein	CELE_M04B2.7 M04B2.7	Caenorhabditis elegans	227
Q9XU21	Q9XU21_CAEEL	unreviewed	Uncharacterized protein	CELE_H03G16.5 H03G16.5	Caenorhabditis elegans	101
Q09408	Q09408_CAEEL	unreviewed	PAP-associated domain-containing protein	pup-2 CELE_K10D2.2 K10D2.2	Caenorhabditis elegans	508
A0A0S4XRS7	A0A0S4XRS7_CAEEL	unreviewed	ULP_PROTEASE domain-containing protein	ulp-2 CELE_Y38A8.3 Y38A8.3	Caenorhabditis elegans	334
Q4PIV7	Q4PIV7_CAEEL	unreviewed	Uncharacterized protein	CELE_T03G11.9 T03G11.9	Caenorhabditis elegans	183
A0A131MAZ4	A0A131MAZ4_CAEEL	unreviewed	USP domain-containing protein	CELE_K02C4.3 K02C4.3	Caenorhabditis elegans	1256
A0A131MD22	A0A131MD22_CAEEL	unreviewed	MX region of TRA-2 Related	xtr-2 CELE_F17A2.1 F17A2.1	Caenorhabditis elegans	420
G2HJZ1	G2HJZ1_CAEEL	unreviewed	Muscle EXcess	mex-1 CELE_W03C9.7 W03C9.7	Caenorhabditis elegans	219
O62316	O62316_CAEEL	unreviewed	Uncharacterized protein	CELE_M01G12.14 M01G12.14	Caenorhabditis elegans	340
Q95XQ9	Q95XQ9_CAEEL	unreviewed	Uncharacterized protein	ekl-7 CELE_Y39G10AR.7 Y39G10AR.7	Caenorhabditis elegans	474
A0A0K3AY91	A0A0K3AY91_CAEEL	unreviewed	SWIM-type domain-containing protein	sws-1 CELE_Y39B6A.40 Y39B6A.40	Caenorhabditis elegans	169
G4SF15	G4SF15_CAEEL	unreviewed	WD_REPEATS_REGION domain-containing protein	CELE_Y39G10AR.9 Y39G10AR.9	Caenorhabditis elegans	401
O44831	O44831_CAEEL	unreviewed	CW domain-containing protein	CELE_F54D12.7 F54D12.7	Caenorhabditis elegans	288
Q564V7	Q564V7_CAEEL	unreviewed	TWiK family of potassium channels	twk-29 CELE_F46A9.3 F46A9.3	Caenorhabditis elegans	447
Q7Z138	Q7Z138_CAEEL	unreviewed	AQuaPorin or aquaglyceroporin related	aqp-8 CELE_K02G10.7 K02G10.7	Caenorhabditis elegans	330
A0A2K5AU20	A0A2K5AU20_CAEEL	unreviewed	AQuaPorin or aquaglyceroporin related	aqp-8 CELE_K02G10.7 K02G10.7	Caenorhabditis elegans	51
D5MCR8	D5MCR8_CAEEL	unreviewed	Uncharacterized protein	C35A5.11 CELE_C35A5.11	Caenorhabditis elegans	50
G5EE94	G5EE94_CAEEL	unreviewed	Rab-GAP TBC domain-containing protein	tbc-9 CELE_Y45F10A.6 Y45F10A.6	Caenorhabditis elegans	1245
H2L089	H2L089_CAEEL	unreviewed	RING-type domain-containing protein	par-2 CELE_F58B6.3 F58B6.3	Caenorhabditis elegans	330
A0A0K3AVE8	A0A0K3AVE8_CAEEL	unreviewed	Galectin	lec-12 CELE_DC2.3 DC2.3	Caenorhabditis elegans	201
H2L0L8	H2L0L8_CAEEL	unreviewed	Suppressor of Ectopic Unc-5	seu-1 CELE_Y73B6BL.5 Y73B6BL.5	Caenorhabditis elegans	571
H2L0R3	H2L0R3_CAEEL	unreviewed	Vitellogenin Regulating Protein	vrp-1 CELE_Y54G2A.3 Y54G2A.3	Caenorhabditis elegans	164
Q8WQA7	Q8WQA7_CAEEL	unreviewed	Uncharacterized protein	ekl-4 CELE_Y105E8A.17 Y105E8A.17	Caenorhabditis elegans	486
Q8T870	Q8T870_CAEEL	unreviewed	HORMA domain-containing protein	mdf-2 CELE_Y69A2AR.30 Y69A2AR.30	Caenorhabditis elegans	116
V6CKQ0	V6CKQ0_CAEEL	unreviewed	CHCH domain-containing protein	CELE_ZK616.3 ZK616.3	Caenorhabditis elegans	51
F3Y5P2	F3Y5P2_CAEEL	unreviewed	Intracelllar PhosphoLipase A family	ipla-3 CELE_W07A8.2 W07A8.2	Caenorhabditis elegans	160
G5ED61	G5ED61_CAEEL	unreviewed	Uncharacterized protein	C06B8.2 CELE_C06B8.2	Caenorhabditis elegans	431
G3MU82	G3MU82_CAEEL	unreviewed	Ubiquitin carboxyl-terminal hydrolase	math-33 CELE_H19N07.2 H19N07.2	Caenorhabditis elegans	1132
G5EGI3	G5EGI3_CAEEL	unreviewed	Nuclear Hormone Receptor family	nhr-283 CELE_F57A10.6 F57A10.6	Caenorhabditis elegans	321
A3KFD5	A3KFD5_CAEEL	unreviewed	F-box domain-containing protein	fbxa-222 CELE_Y73B3A.22 Y73B3A.22	Caenorhabditis elegans	268
H2KZN3	H2KZN3_CAEEL	unreviewed	Protein kinase domain-containing protein	kin-9 CELE_F08F1.1 F08F1.1	Caenorhabditis elegans	418
Q2MGE5	Q2MGE5_CAEEL	unreviewed	CaLponIn-liKe proteins	clik-3 CELE_K03E5.2 K03E5.2	Caenorhabditis elegans	41
H2L0A3	H2L0A3_CAEEL	unreviewed	Gamma-tubulin complex component	gip-1 CELE_H04J21.3 H04J21.3	Caenorhabditis elegans	336
H2KYG1	H2KYG1_CAEEL	unreviewed	Hydrolethalus syndrome protein 1 homolog	hyls-1 C05C8.9 CELE_C05C8.9	Caenorhabditis elegans	162
Q86NC9	Q86NC9_CAEEL	unreviewed	PaNtothenate Kinase	pnk-1 C10G11.5 CELE_C10G11.5	Caenorhabditis elegans	403
W6RXR9	W6RXR9_CAEEL	unreviewed	Uncharacterized protein	C50F7.6 CELE_C50F7.6	Caenorhabditis elegans	333
Q20928	Q20928_CAEEL	unreviewed	SCP domain-containing protein	CELE_F57B7.2 F57B7.2	Caenorhabditis elegans	289
S6F588	S6F588_CAEEL	unreviewed	Raptor_N domain-containing protein	daf-15 C10C5.6 CELE_C10C5.6	Caenorhabditis elegans	1779
H9G2U4	H9G2U4_CAEEL	unreviewed	Dauer Up-Regulated	dur-1 CELE_F25H8.5 F25H8.5	Caenorhabditis elegans	392
V6CLY7	V6CLY7_CAEEL	unreviewed	Uncharacterized protein	unc-77 C11D2.6 CELE_C11D2.6	Caenorhabditis elegans	1849
G5EFE5	G5EFE5_CAEEL	unreviewed	Na-K-Cl Cotransporter homolog	nkcc-1 CELE_Y37A1C.1 Y37A1C.1	Caenorhabditis elegans	972
H2KYE1	H2KYE1_CAEEL	unreviewed	Uncharacterized protein	CELE_R11G1.6 R11G1.6	Caenorhabditis elegans	901
Q93576	Q93576_CAEEL	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)	ndk-1 CELE_F25H2.5 F25H2.5	Caenorhabditis elegans	153
V6CLJ6	V6CLJ6_CAEEL	unreviewed	Ubiquitin-like domain-containing protein	pdr-1 CELE_K08E3.7 K08E3.7	Caenorhabditis elegans	243
A0A0K3AUZ1	A0A0K3AUZ1_CAEEL	unreviewed	RRM domain-containing protein	trm-2a trm-2A CELE_H24K24.4 H24K24.4	Caenorhabditis elegans	16
Q2AAC3	Q2AAC3_CAEEL	unreviewed	Glutaredoxin domain-containing protein	glrx-21 CELE_ZK121.1 ZK121.1	Caenorhabditis elegans	96
G5EER2	G5EER2_CAEEL	unreviewed	Uncharacterized protein	CELE_R10E9.3 R10E9.3	Caenorhabditis elegans	145
Q9BL03	Q9BL03_CAEEL	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	CELE_Y54F10AM.5 Y54F10AM.5	Caenorhabditis elegans	183
Q8I7I7	Q8I7I7_CAEEL	unreviewed	Na_Ca_ex domain-containing protein	ncx-2 C10G8.5 CELE_C10G8.5	Caenorhabditis elegans	405
Q9U2G4	Q9U2G4_CAEEL	unreviewed	PUM-HD domain-containing protein	puf-3 CELE_Y45F10A.2 Y45F10A.2	Caenorhabditis elegans	502
U4PRJ6	U4PRJ6_CAEEL	unreviewed	Uncharacterized protein	CELE_M01H9.4 M01H9.4	Caenorhabditis elegans	66
V6CIU3	V6CIU3_CAEEL	unreviewed	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1)	pif-1 PIF1 CELE_Y18H1A.6 Y18H1A.6	Caenorhabditis elegans	571
O44849	O44849_CAEEL	unreviewed	Uncharacterized protein	CELE_T04B8.1 T04B8.1	Caenorhabditis elegans	288
G3MTX5	G3MTX5_CAEEL	unreviewed	Bestrophin homolog 18	best-18 CELE_T20G5.4 T20G5.4	Caenorhabditis elegans	141
E9P864	E9P864_CAEEL	unreviewed	Related to yeast Vacuolar Protein Sorting factor	vps-15 CELE_ZK930.1 ZK930.1	Caenorhabditis elegans	445
Q23673	Q23673_CAEEL	unreviewed	ATPase_AAA_core domain-containing protein	CELE_ZK938.3 ZK938.3	Caenorhabditis elegans	616
E6N0W2	E6N0W2_CAEEL	unreviewed	Phosducin domain-containing protein	mau-8 CELE_Y62E10A.8 Y62E10A.8	Caenorhabditis elegans	17
H2KZA0	H2KZA0_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	gnrr-4 C41G11.4 CELE_C41G11.4	Caenorhabditis elegans	511
G5EBM3	G5EBM3_CAEEL	unreviewed	Uncharacterized protein	CELE_F55D12.5 F55D12.5	Caenorhabditis elegans	387
G5EFR5	G5EFR5_CAEEL	unreviewed	Uncharacterized protein	CELE_K11D2.4 K11D2.4	Caenorhabditis elegans	384
Q20269	Q20269_CAEEL	unreviewed	Uncharacterized protein	CELE_F41C6.4 F41C6.4	Caenorhabditis elegans	352
Q5TYJ7	Q5TYJ7_CAEEL	unreviewed	Uncharacterized protein	C44C10.11 CELE_C44C10.11	Caenorhabditis elegans	398
B3WFX4	B3WFX4_CAEEL	unreviewed	Protein lin-10	lin-10 C09H6.2 CELE_C09H6.2	Caenorhabditis elegans	931
A0A0K3ARC6	A0A0K3ARC6_CAEEL	unreviewed	Uncharacterized protein	CELE_Y44E3A.1 Y44E3A.1	Caenorhabditis elegans	39
A0A1N7SYT2	A0A1N7SYT2_CAEEL	unreviewed	Truncated ctn-1	cnt-1 CELE_Y17G7B.15 Y17G7B.15	Caenorhabditis elegans	575
Q9U334	Q9U334_CAEEL	unreviewed	Septin-type G domain-containing protein	unc-59 CELE_W09C5.2 W09C5.2	Caenorhabditis elegans	459
A0A0K3AUM9	A0A0K3AUM9_CAEEL	unreviewed	C2H2-type domain-containing protein	sea-2 CELE_K10G6.3 K10G6.3	Caenorhabditis elegans	1504
A0A078BTK6	A0A078BTK6_CAEEL	unreviewed	Uncharacterized protein	C30G4.4 CELE_C30G4.4	Caenorhabditis elegans	220
K8ERM4	K8ERM4_CAEEL	unreviewed	Uncharacterized protein	lev-11 CELE_Y105E8B.1 Y105E8B.1	Caenorhabditis elegans	155
O17905	O17905_CAEEL	unreviewed	FERM domain-containing protein	frm-3 CELE_H05G16.1 H05G16.1	Caenorhabditis elegans	1091
A0A1N7SYR6	A0A1N7SYR6_CAEEL	unreviewed	ANK_REP_REGION domain-containing protein	cnt-1 CELE_Y17G7B.15 Y17G7B.15	Caenorhabditis elegans	323
A0A131MBS2	A0A131MBS2_CAEEL	unreviewed	AQuaPorin or aquaglyceroporin related	aqp-3 CELE_Y69E1A.7 Y69E1A.7	Caenorhabditis elegans	374
A0A0M9JJ65	A0A0M9JJ65_CAEEL	unreviewed	WD_REPEATS_REGION domain-containing protein	CELE_W07E6.2 W07E6.2	Caenorhabditis elegans	131
E9P8A3	E9P8A3_CAEEL	unreviewed	Uncharacterized protein	scb-1 CELE_H19N07.3 H19N07.3	Caenorhabditis elegans	130
U4PQV7	U4PQV7_CAEEL	unreviewed	DNA topoisomerase 2 (EC 5.6.2.2)	CELE_R05D3.12 R05D3.12	Caenorhabditis elegans	739
Q22463	Q22463_CAEEL	unreviewed	RING-type domain-containing protein	spat-3 CELE_T13H2.5 T13H2.5	Caenorhabditis elegans	1092
Q9U238	Q9U238_CAEEL	unreviewed	TRanslocon-Associated Protein	trap-4 CELE_Y56A3A.21 Y56A3A.21	Caenorhabditis elegans	159
H2KZI4	H2KZI4_CAEEL	unreviewed	C3H1-type domain-containing protein	zfp-3 CELE_W05H7.4 W05H7.4	Caenorhabditis elegans	216
C0P275	C0P275_CAEEL	unreviewed	Uncharacterized protein	C48B4.8 CELE_C48B4.8	Caenorhabditis elegans	188
A0A0K3ARH7	A0A0K3ARH7_CAEEL	unreviewed	Aminotran_1_2 domain-containing protein	sptl-1 C23H3.4 CELE_C23H3.4	Caenorhabditis elegans	174
Q86MF6	Q86MF6_CAEEL	unreviewed	Acyl_transf_3 domain-containing protein	oac-22 CELE_F37C4.2 F37C4.2	Caenorhabditis elegans	686
A0A2K5AU16	A0A2K5AU16_CAEEL	unreviewed	AQuaPorin or aquaglyceroporin related	aqp-8 CELE_K02G10.7 K02G10.7	Caenorhabditis elegans	165
A0A0K3AVP7	A0A0K3AVP7_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-98 CELE_K04F1.3 K04F1.3	Caenorhabditis elegans	230
Q93290	Q93290_CAEEL	unreviewed	Uncharacterized protein	C27D8.3 CELE_C27D8.3	Caenorhabditis elegans	800
V6CLF9	V6CLF9_CAEEL	unreviewed	High Incidence of Males (Increased X chromosome loss)	him-19 CELE_Y95B8A.11 Y95B8A.11	Caenorhabditis elegans	107
U4PBR4	U4PBR4_CAEEL	unreviewed	CaDHerin family	cdh-8 CELE_F18F11.3 F18F11.3	Caenorhabditis elegans	1669
Q5TYL4	Q5TYL4_CAEEL	unreviewed	Uncharacterized protein	CELE_M03D4.4 M03D4.4	Caenorhabditis elegans	456
Q9BL31	Q9BL31_CAEEL	unreviewed	TWiK family of potassium channels	twk-45 CELE_Y71H2AM.22 Y71H2AM.22	Caenorhabditis elegans	508
V6CLI2	V6CLI2_CAEEL	unreviewed	BZIP domain-containing protein	xbp-1 CELE_R74.3 R74.3	Caenorhabditis elegans	316
K8FE00	K8FE00_CAEEL	unreviewed	Uncharacterized protein	pod-1 CELE_Y76A2B.1 Y76A2B.1	Caenorhabditis elegans	1092
Q564Q5	Q564Q5_CAEEL	unreviewed	Uncharacterized protein	CELE_W10C6.2 W10C6.2	Caenorhabditis elegans	147
Q19222	Q19222_CAEEL	unreviewed	UDP-glucuronosyltransferase (EC 2.4.1.17)	ugt-65 CELE_F08G5.5 F08G5.5	Caenorhabditis elegans	509
B3GWC1	B3GWC1_CAEEL	unreviewed	Uncharacterized protein	CELE_F56H11.2 F56H11.2	Caenorhabditis elegans	129
Q9TYY8	Q9TYY8_CAEEL	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	CELE_H34C03.2 H34C03.2	Caenorhabditis elegans	900
A0A486WV31	A0A486WV31_CAEEL	unreviewed	Uncharacterized protein	CELE_T19H12.6 T19H12.6	Caenorhabditis elegans	587
G1K0W4	G1K0W4_CAEEL	unreviewed	Multiple PDZ domain protein	mpz-1 C52A11.4 CELE_C52A11.4	Caenorhabditis elegans	1409
Q9NAK8	Q9NAK8_CAEEL	unreviewed	Uncharacterized protein	CELE_Y38E10A.2 Y38E10A.2	Caenorhabditis elegans	110
Q9UB01	Q9UB01_CAEEL	unreviewed	Uncharacterized protein	CELE_Y4C6B.1 Y4C6B.1	Caenorhabditis elegans	442
A0A2K5ATP2	A0A2K5ATP2_CAEEL	unreviewed	Uncharacterized protein	CELE_F45H11.11 F45H11.11	Caenorhabditis elegans	57
O16494	O16494_CAEEL	unreviewed	Serpentine Receptor, class T	srt-68 B0238.3 CELE_B0238.3	Caenorhabditis elegans	280
O16907	O16907_CAEEL	unreviewed	Methyltransf_21 domain-containing protein	C31B8.12 CELE_C31B8.12	Caenorhabditis elegans	358
Q5TEB3	Q5TEB3_CAEEL	unreviewed	Uncharacterized protein	CELE_Y79H2A.12 Y79H2A.12	Caenorhabditis elegans	175
G5EER5	G5EER5_CAEEL	unreviewed	PH domain-containing protein	uig-1 CELE_F32F2.1 F32F2.1	Caenorhabditis elegans	952
O02107	O02107_CAEEL	unreviewed	Uncharacterized protein	CELE_W08F4.7 W08F4.7	Caenorhabditis elegans	223
P91122	P91122_CAEEL	unreviewed	Uncharacterized protein	C32E12.1 CELE_C32E12.1	Caenorhabditis elegans	552
H2KZX8	H2KZX8_CAEEL	unreviewed	Rho-GAP domain-containing protein	rga-8 CELE_Y34B4A.8 Y34B4A.8	Caenorhabditis elegans	604
Q9N501	Q9N501_CAEEL	unreviewed	AMP-Activated protein Kinase Gamma subunit	aakg-3 CELE_Y41G9A.3 Y41G9A.3	Caenorhabditis elegans	425
O62118	O62118_CAEEL	unreviewed	Uncharacterized protein	C53A5.13 CELE_C53A5.13	Caenorhabditis elegans	681
Q22382	Q22382_CAEEL	unreviewed	Serpentine Receptor, class AB (Class A-like)	srab-17 CELE_T11A5.2 T11A5.2	Caenorhabditis elegans	329
D0VWN8	D0VWN8_CAEEL	unreviewed	Piezo-type mechanosensitive ion channel component	pezo-1 C10C5.1 CELE_C10C5.1	Caenorhabditis elegans	2440
Q9TXT9	Q9TXT9_CAEEL	unreviewed	Beta-Carotene 15,15'-MonoOxygenase	bcmo-2 CELE_F53C3.12 F53C3.12	Caenorhabditis elegans	530
Q22370	Q22370_CAEEL	unreviewed	Ubiquinol-Cytochrome c oxidoReductase complex	ucr-2.2 CELE_T10B10.2 T10B10.2	Caenorhabditis elegans	422
Q86DA8	Q86DA8_CAEEL	unreviewed	Uncharacterized protein	CELE_Y67H2A.10 Y67H2A.10	Caenorhabditis elegans	608
O16289	O16289_CAEEL	unreviewed	Pept_C1 domain-containing protein	cpr-8 CELE_W07B8.1 W07B8.1	Caenorhabditis elegans	335
O17249	O17249_CAEEL	unreviewed	Uncharacterized protein	CELE_F53G2.1 F53G2.1	Caenorhabditis elegans	714
Q18668	Q18668_CAEEL	unreviewed	Uncharacterized protein	C47D12.2 CELE_C47D12.2	Caenorhabditis elegans	689
Q22744	Q22744_CAEEL	unreviewed	RASSF (Ras-association domain family) homolog	rsf-1 CELE_T24F1.3 T24F1.3	Caenorhabditis elegans	615
Q7YX94	Q7YX94_CAEEL	unreviewed	Protein containing ALS2cr12 (ALS2CR12) signature	pals-8 C17H1.9 CELE_C17H1.9	Caenorhabditis elegans	353
Q17730	Q17730_CAEEL	unreviewed	Uncharacterized protein	C06E4.8 CELE_C06E4.8	Caenorhabditis elegans	257
G5EEL4	G5EEL4_CAEEL	unreviewed	F-box domain-containing protein	fbxa-85 CELE_Y61B8A.4 Y61B8A.4	Caenorhabditis elegans	307
Q17986	Q17986_CAEEL	unreviewed	Uncharacterized protein	C14E2.5 CELE_C14E2.5	Caenorhabditis elegans	147
A0A0K3AT53	A0A0K3AT53_CAEEL	unreviewed	Dietary restriction over expressed	droe-8 CELE_ZC196.6 ZC196.6	Caenorhabditis elegans	416
A0A2C9C3L5	A0A2C9C3L5_CAEEL	unreviewed	Cytochrome b-c1 complex subunit 1, mitochondrial	ucr-1 CELE_F56D2.1 F56D2.1	Caenorhabditis elegans	473
A0A0K3AUR1	A0A0K3AUR1_CAEEL	unreviewed	Glyco_18 domain-containing protein	chil-25 CELE_T19H5.1 T19H5.1	Caenorhabditis elegans	483
G5EC46	G5EC46_CAEEL	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	kin-5 CELE_T13H10.1 T13H10.1	Caenorhabditis elegans	533
Q20721	Q20721_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	srd-11 CELE_F53F4.9 F53F4.9	Caenorhabditis elegans	337
O44531	O44531_CAEEL	unreviewed	Uncharacterized protein	CELE_T08B6.1 T08B6.1	Caenorhabditis elegans	96
A0A3B1E9Z4	A0A3B1E9Z4_CAEEL	unreviewed	Uncharacterized protein	CELE_F26F2.11 F26F2.11	Caenorhabditis elegans	35
Q9N5L3	Q9N5L3_CAEEL	unreviewed	Intracelllar PhosphoLipase A family	ipla-5 CELE_H23L24.2 H23L24.2	Caenorhabditis elegans	497
Q19655	Q19655_CAEEL	unreviewed	Rieske domain-containing protein	CELE_F20D6.11 F20D6.11	Caenorhabditis elegans	549
K8ESG8	K8ESG8_CAEEL	unreviewed	Uncharacterized protein	CELE_F13E9.11 F13E9.11	Caenorhabditis elegans	384
A0A3B1E3U1	A0A3B1E3U1_CAEEL	unreviewed	ZnMc domain-containing protein	zmp-4 CELE_W09D12.1 W09D12.1	Caenorhabditis elegans	245
Q86B33	Q86B33_CAEEL	unreviewed	Serpentine receptor class gamma	srg-27 CELE_T09D3.7 T09D3.7	Caenorhabditis elegans	338
O17126	O17126_CAEEL	unreviewed	Serpentine Receptor, class H	srh-245 CELE_F31F4.9 F31F4.9	Caenorhabditis elegans	330
Q19916	Q19916_CAEEL	unreviewed	Uncharacterized protein	CELE_F31A3.3 F31A3.3	Caenorhabditis elegans	170
Q17993	Q17993_CAEEL	unreviewed	Uncharacterized protein	C14F11.6 CELE_C14F11.6	Caenorhabditis elegans	190
Q20527	Q20527_CAEEL	unreviewed	Serpentine Receptor, class M	srm-6 CELE_F47B8.9 F47B8.9	Caenorhabditis elegans	338
